# ObsMCLauncher MOD翻译文件
# 格式：curseforge_id|mod_ids|chinese_name|abbr
# 数据来源：mcmod百科 + HMCL + PCL2 融合
#
pixels-character-models|pcm,pixelscharactermodels|Pixel 的角色模型|PCM
pixel-hud|pixelhud|Pixel-Hud|
pixelcompress|pixelcompress|PixelCompress|
pixelgalaxy|GCPixelGalaxy|PixelGalaxy|
pixeltweaks|pixeltweaks|PixelTweaks|
pixelmon-gui-blocks|jpan_Pixelmon_gui_blocks,pixelmon_gui_blocks|Pixelmon GUI Blocks|
pixelmon-bank|pixelmonbank|Pixelmon 银行|
|pixelmondetector|Pixelmon探测器|
pizza-delight|pizzadelight|Pizza Delight|
|pkttwkr|PktTweaker|
|placeitem|Place Item|
placeable-gunpowder|gunpowder|Placeable Gunpowder|
placeable-mobs|placeable_mobs|Placeable Mobs|
placeabletools|PlaceableTools|PlaceableTools|
placeables|placeables|Placeables|
placebo|placebo|Placebo|
plain-cars-pack|plaincars|Plain Cars Pack|
|planeadvancements|Plane Advancements|
planefix|planefix|PlaneFix|
planetguylib|planetguylib|PlanetguyLib|
planetoid|TeNNoX_Planetoid|Planetoids|
plant-in-a-jar|plantinajar|Plant In A Jar|
|plantpearl|Plant Pearl|
planters-forge|planters|Planters|
plants|plants,plants2|Plants|
plants-vs-zombies-cubed|pvzmod|Plants vs. Zombies: Cubed|
|plasma_tech|Plasma Tech|
plasmo-voice|plasmo_voice,plasmovoice|Plasmo 语音|
plastoid-armor|plastoid_armor|Plastoid Armor|
platform|platform|Platform|
platforms|platforms|Platforms|
platos-transporters|platos|Plato's Transporters|
platter|platter|Platter|
platypuses|platypus|Platypuses|
playdate|playdate|Playdate|
player-blink|blink|Player Blink|
|rxey_bone|Player Bones|
|playerchains|Player Chains|
player-companions|player_companions|Player Companions|
player-events|player_events|Player Events|
player-health-indicators|healthindicators|Player Health Indicators|
player-hopper|playerhopper|Player Hopper|
player-ladder|playerladder|Player Ladder|
player-list-heads|playerlisthead|Player List Heads|
|mr_player_locatorsettings|Player Locator Settings|
player-mobs|player_mobs|Player Mobs|
player-swap|playerswap|Player Swap|
player-tabs|playertabs|Player Tabs|
player-totem|playertotem|Player Totem of Undying|
player-tracking-compass|playertrackingcompass|Player Tracking Compass|
player-visibility|player-visibility|Player Visibility|
pal|playerabilitylib|PlayerAbilityLib|Pal
playeranimator|player-animator,playeranimator|PlayerAnimator|
playerex|playerex|PlayerEx|
playerex-reimagine|toybox|PlayerEx - Reimagined|
playerex-alcohol||PlayerEx 酒精版|
playerex-directors-cut|playerex|PlayerEx: Directors Cut|
modchu_playerformlittlemaid|pflm|PlayerFormLittleMaid|PFLM
modchu_playerformlittlemaidfml|pflmf|PlayerFormLittleMaid FML|PFLMF
|pg|PlayerGyro|PG
playernbt-quests-ftb-quests|playernbtftb|PlayerNBT Quests (FTB Quests)|
|contrats|PlayerNoticeBoard|
playerpig|ppig|PlayerPig|
|playerautoma|Playerautoma|
playlist|playlist|Playlist|
plenty-of-armors|plentyofarmors|Plenty Of Armors|
plenty-plates|plentyplates|Plenty Plates|PP
plenty-of-golems|plenty_of_golems|Plenty of Golems|
plethora-peripherals|plethora|Plethora Peripherals|
pling|pling|Pling|
plumbob|plumbob|Plumbob|
|plumeconfig|Plume Config|Plug
plumed-belt|plumedbelt|Plumed Belt|
plummet|plummet|Plummet|
plus-the-end|plus_the_end|Plus The End|
plus-tweaks|plustweaks|Plus Tweaks|
plustic-reforged|plusticreforged|PlusTiC Reforged|
plushie-buddies|plushie_buddies|Plushie Buddies|
plushie-mod|plushies|Plushie Mod|
plushie-reeker-mod|lil_reeker_mod|Plushie Reeker|
plushieverse|plushieverse|PlushieVerse|
|pca|Plusls Carpet Addition|PCA
pluto|pluto|Pluto|
pocket-storage|pocket_storage|Pocket Storage|
maxlermod|pocketknife|Pocketknife|
pocketwatch2|pocketwatch|Pocketwatch|
podium-sodium|podium|Podium (Pojav x Sodium)|
poem-of-star-wars|poemofstarwars|Poem o' Star Wars|PoSW
pogfish|pogfish|Pogfish|
pogo-sticks|pogostick|Pogo Sticks|
point-blank-official-extension-doom-pack||Point Blank Official Extension || Doom Pack|
point-blank-official-extension-half-life-pack||Point Blank Official Extension || Half Life Pack|
pointblank-jelly||PointBlank: Jelly|PB:J
pointblank-magazines-vpb|vpbm|Pointblank Magazines (VPB)|
pointblank-projectiles-vpb|vpb_projectiles|Pointblank Projectiles (VPB)|
pointless-tech-collective|pointless_tech_collective|Pointless Tech Collective|PTC
reimagining-potatoes|reimagining-potatoes|Poisonous Potato Update|
pokefood|pokefood|PokeFood|
pokecube-aoi|pokecube|Pokecube AIO|
pokecube-alternative|pokecube_alternative|Pokecube Alternative|
|pokecycles|Pokecycles|
poland-nature|poland_culture_and_nature|Poland Nature|
polars-exploration-additions|polars_exploration_additions|Polar's Exploration Additions|
polars-mad-tweaks|polars_mad_tweaks|Polar's Mad Tweaks|
|polishedgui|Polished GUI|
pollen|pollen|Pollen|
polluted-earth-reborn|polluted_earth|Polluted Earth Reborn|
pollution-of-create|pollutionofcreate|Pollution Of Create|
|polyblur|PolyBlur|
|polycrosshair|PolyCrosshair|
|polyfactory|PolyFactory|
|polyhitbox|PolyHitbox|
polylib|polylib|PolyLib|
|polymc|PolyMc|
|polynametag|PolyNametag|
|patcher|PolyPatcher|
|polysprint|PolySprint|
|polytime|PolyTime|
|polyweather|PolyWeather|
polydex|polydex2|Polydex|
polymer|ploymer,polymer_bundled|Polymer|
|cc-tweaked-polymer-patch|Polymer Patch for CC: Tweaked|
polymorphic-energistics|polyeng|Polymorphic Energistics|
polymorphic-tom|polymorphic_tom|Polymorphic Tom's Simple Storag|
polymorphic-travelers-backpack|polymorphic_travelersbackpack|Polymorphic Traveler's Backpack|
|polypack_host|Polypack Host|
polytone|polytone|Polytone|
pomkots-mechs|pomkotsmechs|Pomkots Mechs|
pomkots-mechs-extension-pack|pomkotsmechsextension|Pomkots Mechs Extension Pack|
pomkots-world|pomkotsworld|Pomkots World|
ponder|ponderjs|Ponder for KubeJS|
ponderjs|ponderjs|PonderJS|
poof-sounds|poofsound|Poof Sounds|
pooping-animals|pooping_animals|Pooping Animals|
bubbles|pop|Pop!|
portable-blueprints|portable_blueprints|Portable Blueprints|
portable-craft-bench|pcb|Portable Craft Bench|
|portable_crafting|Portable Crafting|
portable-hole|portablehole|Portable Hole|
portable-mobs|portablemobs|Portable Mobs|
portable-nether|portablenether|Portable Nether|
portable-pet-sphere|petcapturetool|Portable Pet Sphere|
portable-spawners|ps|Portable Spawners|PS
portable-stations|portable-stations|Portable Stations|
portable-tables|portable_tables|Portable Tables|
portable-tanks|portabletanks|Portable Tanks|
portable-wardrobes-easy-armor-swap|portablewardrobearmorswap|Portable Wardrobes (Easy Armor Swap)|
portal-cubed|thinkingwithportatos|Portal Cubed / Thinking With Portatos|
portal-dungeons|portal_dungeons_mod|Portal Dimension|
portal-tags|portaltags|Portal Tags|
portaldupebegone|portaldupebegone|PortalDupeBegone|PDB
portality|portality|Portality|
|ported|Ported|
portfolio|portfolio|Portfolio|
portfolio|portfolio|Portfolio - 仅版|
porting-dead-libs|portingdeadlibs|Porting Dead Libs|
porting-lib|porting_lib|Porting Lib|
postal-pigeons|postalpigeons|PostalPigeons|
|postmortalparticles|Postmortal Particles|
posture|posture|Posture|
potheads|potheads|PotHeads|
create-gunpowder-crafting|potassium_and_sulfurs|Potassium & Sulfur's Gunpowder Mod|
potato-canon-plus-forge|potato_canon_plus|Potato Canon Plus|
potato-cooking|brian,potato_cooking_mod_fabric|Potato Cooking|
potato-food|potatofood|Potato Food|
|potato_mace|Potato Mace|
potato-update|potato_update|Potato Update|
potato-vehicle-industries|potatpacc|Potato Vehicle Industries|
potato-library|potato|PotatoLib|
|potatorunner|PotatoRunner|
potatoos-custom-structure-for-hbms-nuclear-tech|potatooscustomstructureforhbm|Potatoo's Custom Structure For HBM's Nuclear Tech Mod|
potatweaker|potatweaker|Potatweaker|
potentials|potentials|Potentials|
potion-blender|potion_blender|Potion Blender|
potion-cauldron|potioncauldron|Potion Cauldron|
|PotionColorizer|Potion Colorizer|
potion-descriptions|potiondescriptions|Potion Descriptions|
potion-effect-enchantment|potion_effect_enchantments|Potion Effect Enchantments|
potion-fingers|potionfingers|Potion Fingers|
no-name-provideds-potion-fruit|nnp_mm_potion_fruit|Potion Fruit|
potion-id-packet-fixer|potionidpacketfixer|Potion ID Packet Fixer|
potion-icons|potionicons|Potion Icons|
potion-packs|packchevsky|Potion Packs|
|potion_recipes|Potion Recipes|
potion-sauce|potionsauce|Potion Sauce|
potion-stacker|potionstacker|Potion Stacker|
potion-of-armor|potionofarmor|Potion of Armor|
potioncraft|potioncraft|PotionCraft|
potionextension|PotionExtension|PotionExtension|
|potion-warning|PotionWarning|
|potionsreglint|Potions Re-Glint|
potionsplus|potionsplus|PotionsPlus|
potted-farms|mr_potted_farms,potted_farms|Potted Farms|
pottery-additional-pots|pottery|Pottery|
powah|powah|Powah!|
powah-rearchitected|powah|Powah! Rearchitected|
power-adapters|poweradapters|Power Adapters|
|power-hud|Power HUD|
powernexus-menu|custommenuv4|PowerNexus-Menu|
|powerscale|PowerScale|
powered-flashlight|powered_flashlight|Powered Flashlight|
powered-food|powered_food|Powered Food|
powerfuljs|powerfuljs|PowerfulJS|
powershot|powershot|Powershot|
|practicalbarrels|Practical Barrels|
|pbc|PrankBrewCraft|PBC
preciseblockplacing||Precise Block Placing|
precision-enchanter|precisionenchanter|Precision Enchanter|
precision-prospecting|precisionprospecting|Precision Prospecting|
prefabricated|prefabricated|Prefabricated|
prehistoric-flora|lepidodendron|Prehistoric Flora|
prehistoriclegacy|prehistoric_legacy|Prehistoric Legacy|
prehistoric-nature-cambrian-dimension||Prehistoric Nature Cambrian Dimension|
prehistoric-nature-carboniferous-dimension||Prehistoric Nature Carboniferous Dimension|
prehistoric-nature-decorations|lepidodendron|Prehistoric Nature Decorations|
prehistoric-nature-devonian-dimension||Prehistoric Nature Devonian Dimension|
prehistoric-nature-fossils|prehistoricnaturefossils|Prehistoric Nature Fossils|
prehistoric-flora-integration|prehistoricfloraintegration|Prehistoric Nature Integration|
prehistoric-nature-jurassic-dimension|pnjurassic|Prehistoric Nature Jurassic Dimension|
prehistoric-nature-ordovician-dimension||Prehistoric Nature Ordovician Dimension|
prehistoric-nature-permian-dimension||Prehistoric Nature Permian Dimension|
prehistoric-nature-precambrian-dimension||Prehistoric Nature Precambrian Dimension|
prehistoric-nature-silurian-dimension||Prehistoric Nature Silurian Dimension|
prehistoric-nature-triassic-dimension||Prehistoric Nature Triassic Dimension|
better-wandering-trader|wandering_trader|Prelaw's Better Wandering Trader|
better-wandering-traders||Prelaw's Better Wandering Trader - 已失效|
premium-wood|premium_wood|Premium Wood|
presence-not-required|presencenotrequired|Presence Not Required|
presents|presents|Presents|
|pressalttomeow|Press Alt To Meow|
pretty-beaches|prettybeaches|Pretty Beaches|
pretty-pistons|prettypistons|Pretty Pistons|
pretty-rain|particlerain|Pretty Rain|
preventer|preventer|Preventer|
prey-effect|prey|Prey Effect|
prickle|prickle|Prickle|
primal-lib|primallib|Primal Lib|
primal-stage|primalstage|Primal Stage|
primal-storage|primalstorage|Primal Storage|
prime-punch-one-punch-mod|primepunch|Prime Punch | One Punch|
id-primeval|primeval|Primeval|
primitive-beasts|primitivemobsr|Primitive Beasts|
primitive-start|primitivestart|Primitive Start|
primitive-utilities|primutils|Primitive Utilities|
|traveler|PrimitiveMobsRevival|
|PrinterBlock|Printer Block|
prioninfection|prionmod|Prion Infection: Whispers From Within|
display-prior-work-count|priorworkdisplay|Prior Work Display|
prioritiser|Prioritiser|Prioritiser|
prism-lib|prism|Prism|
|prismconfig|Prism Config|
probably-chests|probablychests|Probably Chests|
probe|probe|Probe|
probejs|probejs|ProbeJS|
probejs-legacy|probejs|ProbeJS Legacy|
|probezs|ProbeZS|
prodigy-mechanics|prodigymechanics|Prodigy Mechanics|
productivefarming|productivefarming|Productive Farming|
productive-metalworks|productivemetalworks|Productive Metalworks|
productivetrees|productivetrees|Productive Trees|
productive-villagers|productivevillagers|Productive Villagers|
productive-villagers||Productive Villagers - 已失效|
profession-lock|proflock|Profession Lock|
proficiency-honest-work|proficiency|Proficiency：Honest Work|
|profundis|Profundis: Seven New Quality Cave Biomes|
programmed-circuit-card|pccard|Programmed Circuit Card|
progression|progression|Progression|
progression-reborn|progression_reborn|Progression Reborn|
progression-tweaks|progressiontweaks|Progression Tweaks|
progressive-archery|progressive_archery|Progressive Archery|
progressive-difficulty-chaos-integration|difficultychaosintegration|Progressive Difficulty: Chaos Integration|
progressive-mechanics-library|pml|Progressive Mechanics Library|PML
progressive-tweaks|progressive_tweaks|Progressive Tweaks|
project-arsenal|projectarsenal|Project Arsenal|
project-brazier|projectbrazier|Project Brazier/Dark Roleplay Medieval|
project-copper|addonscopper|Project Copper|
dawn-to-dusk|projectdown|Project Dawn|
project-expansion|projectexpansion|Project Expansion|
project-lambda|lambda|Project Lambda|
project-mmo|pmmo|Project MMO|PMMO
|malmomod|Project Malmö / Microsoft Malmo Mod|
projecte-kubejs||ProjectE - KubeJS|
projecte-advanced-alchemy|PEAA|ProjectE Advanced Alchemy|PEAA
projecte-aether-addon|peaether|ProjectE Aether Addon|
projecteteams|peteams|ProjectETeams|PETEAMS
projectile-damage-attribute|projectile_damage|Projectile Damage Attribute|
|projectileding|ProjectileDing|
projectileimmunityfix|projectileimmunityfix|ProjectileImmunityFix|
projectiles|projectiles|Projectiles|
promans-origins|promans_origins|Proman's Origins|
promenade|promenade|Promenade|
prominent-create||Prominent Create|
property-modifier|propertymodifier|Property Modifier|
propertyerizer|propertyerizer|Propertyerizer|
proportional-destruction-particles|pdp|Proportional Destruction Particles|PDP
aether-protect-your-moa|aether_protect_your_moa|Protect Your Moa|
protocharset|protocharset|ProtoCharset|
|pmweather|ProtoManly's Weather|
|Protocol4|Protocol4|
proton|proton|Proton|
|pvperms|Proton 原版命令权限|PVP
protons-additions|protonsadditions|Proton's Create Additions|
provihealth|provihealth|Provi's Health Bars|
|fk.proximitylamp|Proximity Lamp|
proximity-text-chat|proximitytextchat|Proximity Text Chat|
|pcf|Proxy Compatible Forge|
proxy-server|proxyserver|Proxy Server|
psi|Psi,psi|Psi|
psi-unofficial||Psi Unofficial|
psi-combat-magic|psiaddons|Psi:Combat Magic|
psitools|psitools|PsiTools|
psio|psicosts|Psio|
psionic-peripherals|psipherals|Psionic Peripherals|
psionic-utilities|psionicutilities|Psionic Utilities|
psionicolor|psionicolor|Psionicolor|
random-psideas|randompsideas,rpsideas|Psi随想|
public-transport-mod|transportmod|Public Transport Mod|PTM
puddles|puddles|Puddles|
puffish-attributes|puffish_attributes|Pufferfish's Attributes|
puffish-biome-dither|puffish_biome_dither|Pufferfish's Biome Dither|
puffish-skills|puffish_skills|Pufferfish's Skills|
pufferfishs-unofficial-additions|pufferfish_unofficial_additions|Pufferfish's Unofficial Additions|
pufflos|pufflos|Pufflos!|
pulver|pulver|Pulver|
pumpkillagers-quest|pumpkillagersquest|Pumpkillager's Quest|
pumpkin-moon|pumpkin_moon,pumpkinmoon|Pumpkin Moon|
pumpkinpal|pumpkin_pal|Pumpkin Pal|
|pumpkin_pie|Pumpkin Pie Delight|
puncher|puncher|Puncher|
punching-creepers|punchingcreepers|Punching Creepers|
puppy-paws|puppypaws|Puppy Paws|
pure-chaos-chaos-awakens|purechaos|Pure Chaos|
purediscstrickytrials|purediscstrickytrials|Pure Discs - Tricky Trials|
purpeille|purpeille|Purpeille|
|purpurclient|PurpurClient|
puzzle|Puzzle,puzzle|Puzzle|
puzzles-lib|puzzleslib|Puzzles Lib|PL
pylons|pylons|Pylons|
pyradium||Pyradium|
pyrellium|pyrellium|Pyrellium|
|pyrofrost|Pyrofrost|
pyrologer-and-friends|pyrologernfriends|Pyrologer And Friends|
|pythonmc|PythonMC|
|qdaa|QDAA|
|qdresloader|QDResLoader|
|qemenu|QE菜单|
qfapi-and-qsl-biomefix-1-18-2|quilted_fabric_api|QFAPI and QSL - Biomefix|
qu-enchantments|qu-enchantments|QU enchantments|
qa-villager-extends,qa-villager-tweaks|qa_extends,qavillagertweaks|Qa 村拓展 & 废物革新|QVW
qarsans-insurgency|insurgency|Qarsan's Insurgency|
cs2_c4|qis4c4|Qis的C4|
qliphoth-awakening|fdbosses|Qliphoth Awakening|
qmunitylib|qmunitylib|QmunityLib|
excavein|excavein|QoM: Excavein|
qraftyfied|mr_qraftyfied,qraftyfied|Qraftyfied / qraftyfied: STRUCTURES|
quad|quad|Quad|
qualia-carpet-addition|qca|Qualia Carpet Addition|QCA
quality-crops|quality_crops|Quality Crops|
quality-equipment|quality_equipment|Quality Equipment|
quality-food|quality_food|Quality Food|
quality-quails|taigachicken|Quality Quails|
|qualitysounds|Quality Sounds|
quality-of-life-features-for-vics-point-blank||Quality of Life Features for Vic's Point Blank|
qualitys-delight|qualitys_delight|Quality's Delight|
quantum-storage-reborn|quantumstoragereborn|Quantum Storage Reborn|
quantumchunks|mentalchunks|QuantumChunks|
fix-quark-3951|fix_quark_3951|Quark3951号issue修复|
quark-rotn-edition||Quark: RotN Edition|
quarkponders|quark_ponders|QuarkPonders|
quarry-reborn|quarrymod|Quarry Reborn|
quartz|quartz|Quartz|
quartz-elevator|quartzelv|Quartz Elevator|
queen-cats-dogs|queencats|Queen Cats & Dogs|
|queryinfo|QueryInfo|
quest-giver|quest_giver|Quest Giver|
quest-items-rpg|quest_items|Quest Items for FTB|
quest-for-blue-name|questforbluename|Quest Name For Blue|
question-ducks-ambient-fireflies|ambiance|Question Duck's Ambient Fireflies|
questionably-immersive|questionablyimmersive|Questionably Immersive|
questlines|questlines|Questlines|
quests-kill-task-tweaks|questkilltask|Quests Kill Task Tweaks|
|quick-craft|Quick Craft|
quickcure|quick_cure|Quick Cure|
quick-effect|quickeffect|Quick Effect|
quick-elytra|quick_elytra|Quick Elytra|
quick-hotkeys|quick_hotkeys|Quick Elytra Reborn / Quick Hotkeys|
quick-hotbar|quickhotbar|Quick Hotbar|
quick-leaf-decay|quickleafdecay|Quick Leaf Decay|
quick-leafdecay|quickleafdecay|Quick LeafDecay+|
quick-paths|quickpaths|Quick Paths|
quick-pick|quick_pick|Quick Pick|
quick-right-click|quick-right-click|Quick Right-Click|
quick-skin|quickskin|Quick Skin|
quickteleports|quickteleports|Quick Teleports|
|quickcarpet|QuickCarpet|
quickhomes|quickhomes|QuickHomes|
quickslots|quickslots|QuickSlots|
quicksort|quicksort|Quicksort|
quickstack|quickstack|Quickstack|
qkl|qkl,qkl_core,qkl_minecraft,qkl_qsl|Quilt Kotlin Libraries|QKL
|quilt_loader|Quilt Loader|
qsl|quilt_base,quilted_fabric_api|Quilt Standard Libraries|QSL
quilt-loading-screen|quilt-loading-screen,quilt_loading_screen|Quilt 加载画面|
quilt-loading-screen|quiltloadingscreen|Quilt 加载画面* - 不再更新|
qsl|quilted_fabric_api|Quilted Fabric API|QFAPI
quirky-generators|quirkygenerators|Quirky Generators|
quit|quit|Quit|
|quitbutton|Quit Button|
quit-confirm|quitconfirm|Quit Confirm|
quit-or-not|quitornot|Quit or Not|
|quitconfirm|QuitConfirm|
quiverbow|quiverchevsky|Quiver Bow|
quiverbow|quiverbow|Quiver Bow - 官方原版|
quiverbow-restrung|quiverbowrestrung|Quiver Bow - 重制版|
quivermob|quivermobchevsky|Quiver Mob|
quivers|quivermod|Quivers+|
|qwq|QωQ Library|
rs-backpack|backpack_mod|R's Backpack|
|rc_toys|RC Toys|
re-fruitful|refruitful|RE-Fruitful|
resound|resound|RE-Sound|
|mclogin|RE:MCLogin|
re-zero-kara-hajimeru-isekai-seikatsu|ReZero,rezerokarahajimeruisekaiseikatsu|RE:从零开始的异世界|Re0
|raml|REAgainMCLogin|
rearmour|rearmour|REArmour++|
rebirth|rebirth_paintings|REBIRTH: Paintings|
architectury-quilt|reiaddons|REI Addons|
rei-collapsible-entries|rei_collapsible_entries|REI Collapsible Entries QOL|
roughly-enough-items-hacks|rei_plugin_compatibilities|REI Plugin Compatibilities|REIPC
roughly-enough-professions-rep|roughlyenoughprofessions,roughlyenoughprofessionsrep|REI工作方块|REP
rei,roughly-enough-items|roughlyenoughitems|REI物品管理器|REI
rei-custom-command|rei_custom_command,reicustomcommand|REI自定义命令|
|remscarpetadditions|REMS-Carpet-Addition|REMS
|repo-heads|REPO Heads|
rf-lux|rflux|RF Lux|
rftools|rftools|RF工具箱|
rftools-base|rftoolsbase|RF工具：基础|
rftools-storage|rftoolsstorage|RF工具：存储|
rftools-utility|rftoolsutility|RF工具：实用设备|
rftools-builder|rftoolsbuilder|RF工具：建造机|
rftools-control|rftoolscontrol|RF工具：控制|
rftools-dimensions|rftoolsdim,rftoolsdimensions|RF工具：维度|
rftools-power|rftoolspower|RF工具：能量|
|rgb|RGB|
rgb-chat|jianghun|RGB Chat|
|rgml-quilt|RGML Quilt|
rlcraft-parasited|srpmultiplier|RLCraft Parasited|
rlcraft-structures-not-official|rlstructures|RLCraft Structures (not official)|
rlfoliage|betterfoliage|RLFoliage|
rlmixins|rlmixins|RLMixins|
rltweaker|rltweaker|RLTweaker|
rltweaker2|rltweaker|RLTweaker2|
ron-timer|rontimer|RON Timer|
rp-renames|rprenames|RP Renames|
rpg-gods|rpggods|RPG Gods|
rpgloot|rpgloot|RPG Loot|
rpg-origins|rpg_origins|RPG Origins|
rpg-parties|mmoparties|RPG Parties|
rpg-stamina|rpgstamina|RPG 耐力|
rpg-hud|rpghud|RPG-Hud|
rpglevels|rpglevels|RPGLevels|
rpgloot-patched|rpgloot|RPGLoot Patched|
rpgmana|rpgmana|RPGMana|
rpgstats|rpgstats|RPGStats|
rpg-skillpower|rpgsp|RPG_SkillPower|
|RPG,RPGEx|RPGapi|
rpg-rpgae|rpg_tag,rpgrpgae|RPG天启进化|RPGAE
|rpgmaths|RPG数学家|
|rpgtool|RPG时代|
rpgdurability|rpgdurability|RPG装备耐久|
rpmtw-update-mod|rpmtw_platform_mod,rpmtw_update_mod,rpmtwupdatemod|RPMTW平台模組|RPMTW
tubestuff|Tubestuff|RP增强|
rsinfinitybooster|rsinfinitybooster|RS 无限范围增幅卡|
rs-crafting-monitor-in-grid|rs_cmig|RS: Crafting Monitor in Grid|
rsinfinitewireless|rsinfinitewireless|RSInfiniteWireless|
russtales-forge|russtales|RUSSTALES|
rwbym|rwbym|RWBY Mod|RWBYM
|pk_racks|Racks|
rad-enchants|radenchants|Rad Enchants|
rad-metabolosis|ncradmetabolosis|Rad Metabolosis|
radiant-gear|radiantgear|Radiant Gear|
|rctmod|Radical Cobblemon Trainers|RCT
|radiocraft|RadioCraft|
radioactive-universe|radioactive|Radioactive universe ☢️|
radium-fabric||Radium|
radium-fabric|radiumfabric|Radium - 已失效|
radixcore|radixcore|RadixCore|
ragexs-nuclear-tech|ragexsnucleartech|Ragex的核科技|
ragna-goblin-updated|ragnagoblin|Ragna Goblin|
ragna-goblin-updated|ragnagoblinupdated|Ragna Goblin - 新|
ragna-goblin|ragnagoblin|Ragna Goblin - 旧（不再更新）|
|raidrestore|Raid Restorer|
raided|raided|Raided|
raiders|raiders|Raiders|
raids-backport|raids|Raids Backport|
rail-wand|railwand|Rail Wand|
railcrafttweaker|railcraft_tweaker|Railcraft Tweaker|
railman-villager|railmanvillager|Railman Villager|
railroad-blocks-forge|railroadblocksaddon|Railroad Blocks|
railway-wires|wires|Railway Wires / Wires|
rain-be-gone-ritual|rainbegoneritual|Rain Be Gone Ritual|
rain-growth|rain-grow|Rain Growth|
rain-of-hell|rainofhell|Rain of Hell|
rain-should-extinguish-campfires|rsec|Rain should extinguish campfires|RSEC
|rainbethunder|RainBeThunder|
rainbow-reef|rainbow_reef|Rainbow Reef|
|rwfj|RainbowWrenchForJei|RWFJ
rainbowify|rainbowify|Rainbowify|
rainboows|rainbows|Rainbows!|
rainglow|rainglow|Rainglow|
rainimatormod|rainimator|Rainimator Mod|
|mr_rainy_endermans|Rainy Endermans|
rainy-harvest|rainy-harvest|Rainy Harvest|
rsls|rsls|Raise Sound Limit Simplified|
raise-them-hotbars|hotbarslider|Raise Them Hotbars|
raised|raised|Raised|
raised-clouds|raisedclouds|Raised Clouds|
raiyons-tree-capitator-addon|raiyon|Raiyon's Tree Chop-Capitator|
raknetify|raknet-fabric|Raknetify|
rally-health|rallyhealth|Rally Health|
rally-of-the-guard-guardvillagers|rallyguard|Rally of the Guard|
ramel|ramel|Ramel|
ramel-reforged|ramel|Ramel Reforged|
ranckors-rings-of-power|ranckorsringsofpower,the_rings_of_power|Ranckor的力量之戒|
rancraft-penguins|rancraftpenguins|Rancraft Penguins|
randore|randore|Rand'Ore|
random-bone-meal-flowers|randombonemealflowers|Random Bone Meal Flowers|
random-chunks|randomchunks|Random Chunks|
random-crits|random_crits|Random Crits|
random-enchant-fix|randomenchantfix|Random Enchant Fix|
random-generator-block|randomgeneratorblock|Random Generator Block|
|random_item|Random Items|
|rl|Random Lib|RL
random-mobs-land|random_mobs_land|Random Mobs Land|
random-recipes|random_recipes|Random Recipes|
random-respawn|randomrespawn|Random Respawn|
random-structure-land|random_structure_land|Random Structure Land|
random-teleport-altar|teleport_altar|Random Teleport Altar|
random-things-returns|randomthings|Random Things Returns|
random-village-names|randomvillagenames|Random Village Names|
|atum|Random and set seed autoresetter|Atum
|rc|RandomCrash|RC
randomjs|randomjs|RandomJS|
randomlib|randomlib|RandomLib|
randompatches-integration|rpintegration|RandomPatches Integration|
randomtp|randomtp|RandomTP|
randomtweaker|randomtweaker|RandomTweaker|RT
randomite-classic|randomite|Randomite Classic|
randomium-ore|randomium|Randomium Ore|
randomized-default-fireworks|randomized_default_fireworks|Randomized Default Fireworks|
ranged-weapon-api|ranged_weapon_api|Ranged Weapon API|
ranged-wireless-redstone|rangedwirelessredstone|Ranged Wireless Redstone|
rangefinder-hud|rangefinderhud|Rangefinder HUD|
rangers-haven|rangers_haven|Ranger's Haven|
raolcraft-w|raolcraft|RaolCraft Ω|
rapid-leaf-decay|rapid_leaf_decay|Rapid Leaf Decay|
rapscallions-and-rockhoppers|rapscallions_and_rockhoppers|Rapscallions and Rockhoppers (Penguins)|
raptor-chickens|raptor_chickens|Raptor Chickens|
rats-mischief|ratsmischief|Rat's Mischief🐀|
rationcraft|rationcraft|Rationcraft|
rats-hats|rats-hats|Rats' Hats|
ravage-and-cabbage|ravageandcabbage|Ravage & Cabbage|
raven-brews-core|ravenbrewscore|Raven Brews Core|
ravenous-void|rv|Ravenous Void|
raven-coffee,raven-coffee-mod|ravencoffee|Raven咖啡|
raw-block-smelting|raw_block_smelting|Raw Block Smelting|
raw-input-1-12-2|rawinput|Raw Mouse Input|
raw-netherite-reforged|raw_netherite|Raw Netherite Reforged|
raw-tp-chat-command|raw-tpchat|Raw TP Chat Command|
raws-visual-keybinder|visual_keybinder|Raw's Visual Keybinder|
|rawinput|RawInputMod|
raworesmelting|raworesmelting|RawOreSmelting|
ray-trace-library|mrdimkaraytracelib|Ray Trace Library|
|coolarmor|Ray's Cool Armor|
rayon|rayon|Rayon|
re-targetingapi|re-targeting_api|Re-TargetingAPI|
re-chiseled-compat|rechiseled_compat|Re-chiseled Compatibilities|
re-translator|retranslator|Re: Translator|
re-entity-outliner|reentityoutliner|Re:Entity Outliner|
reauth|reauth|ReAuth|
|ReCreate|ReCreate|
redev|redev|ReDev / Reimplemented|
refinedtools|rftools|ReFinedTools|
reforgedplay-mod|replaymod|ReForgedPlay|
rehooked|rehooked|ReHooked|
|repother|RePother|
resiever|resiever|ReSiever|
|retargetato-fabric|ReTargetato-Fabric|
rewired|rewired|ReWIRED|
rezombies|rezombiesv15ver1122jar|ReZombies|
reach-display|reach_display|Reach Display|
